id,amenity,lat,lon
785,shop,10.7702734,106.6889856
786,shop,10.7732213,106.6959362
787,cafe,10.7766797,106.6971987
788,shop,10.7654263,106.6933433
789,fast_food,10.7886556,106.6760753
790,cafe,10.7666057,106.69208
791,bar,10.7672775,106.69391
792,shop,10.7795374,106.7006121
793,restaurant,10.7891129,106.6989388
794,cafe,10.7751001,106.7029693
795,restaurant,10.7783472,106.7038891
796,cafe,10.7666766,106.6944217
797,restaurant,10.7743953,106.7040996
798,restaurant,10.7572242,106.6583557
799,shop,10.7678389,106.6937195
800,cafe,10.7797937,106.7041252
801,restaurant,10.7740621,106.6970863
802,atm,10.7835932,106.6989045
803,shop,10.7677232,106.6947328
804,restaurant,10.7788067,106.7020073
805,atm,10.778108,106.6915593
806,bar,10.7669635,106.6929808
807,shop,10.7685082,106.6930556
808,cafe,10.7850269,106.7026662
809,cafe,10.7520254,106.6581688
810,shop,10.7888019,106.696127
811,restaurant,10.7731015,106.6994604
812,cafe,10.7746804,106.7043718
813,bank,10.783538,106.694637
814,restaurant,10.7637701,106.6901925
815,cafe,10.766087,106.6895514
816,cafe,10.778591,106.6862712
817,restaurant,10.7660634,106.6880507
818,cafe,10.7636548,106.6897678
819,restaurant,10.7566907,106.6761001
820,restaurant,10.7743939,106.6953077
821,restaurant,10.7856978,106.6936699
822,shop,10.7564696,106.6781767
823,cafe,10.7725992,106.6966088
824,bank,10.7808332,106.6997177
825,bar,10.7704006,106.6902576
826,restaurant,10.767809,106.688677
827,restaurant,10.7658428,106.6946649
828,bar,10.7759488,106.7051991
829,restaurant,10.7906521,106.6983394
830,restaurant,10.7751496,106.7005091
831,bank,10.7622814,106.6913532
832,atm,10.7775974,106.6971704
833,bar,10.7672164,106.6940364
834,cafe,10.7867159,106.699816
835,cafe,10.7883637,106.699288
836,fast_food,10.7801823,106.7034301
837,cafe,10.785799,106.690388
838,bank,10.7861536,106.6965157
839,restaurant,10.7762605,106.7049669
840,cafe,10.7751982,106.7040925
841,restaurant,10.7666137,106.6922676
842,restaurant,10.7681358,106.6866835
843,restaurant,10.7754055,106.7033338
844,restaurant,10.7892923,106.7014657
845,restaurant,10.7651522,106.6952164
846,atm,10.7721809,106.6992343
847,restaurant,10.7706899,106.6812507
848,cafe,10.7900979,106.7010543
849,bar,10.7767817,106.7040443
850,cafe,10.7899698,106.6990834
851,restaurant,10.7843158,106.691878
852,shop,10.782022,106.691974
853,bank,10.754737,106.660249
854,atm,10.7690545,106.6943255
855,cafe,10.7756464,106.7005642
856,food_court,10.7628767,106.6868028
857,atm,10.7874854,106.6964088
858,cafe,10.7736729,106.7007717
859,shop,10.787936,106.6778758
860,restaurant,10.7780081,106.7038501
861,restaurant,10.786431,106.6921868
862,restaurant,10.7619455,106.6935584
863,shop,10.7775593,106.689073
864,cafe,10.7730051,106.6984535
865,restaurant,10.7896434,106.7041204
866,cafe,10.7686486,106.6934723
867,atm,10.7730834,106.6996641
868,atm,10.778627,106.7000335
869,cafe,10.7793468,106.7004214
870,pharmacy,10.7620304,106.693684
871,restaurant,10.7658354,106.6898055
872,shop,10.7864111,106.6801482
873,shop,10.7844131,106.6964872
874,restaurant,10.7780321,106.7036328
875,cafe,10.7752924,106.7028656
876,atm,10.7525959,106.6749139
877,cafe,10.7673849,106.6883933
878,cafe,10.7858351,106.6995019
879,cafe,10.7739063,106.698934
880,shop,10.7729041,106.6993696
881,pub,10.776411,106.7051036
882,restaurant,10.7799558,106.7038817
883,restaurant,10.7718157,106.697747
884,restaurant,10.77539,106.6853823
885,shop,10.7858882,106.6921753
886,shop,10.7709708,106.6916147
887,bank,10.7528384,106.668079
888,bar,10.7773123,106.7041552
889,restaurant,10.7862089,106.6868919
890,restaurant,10.7803652,106.6916709
891,shop,10.7861978,106.6802251
892,bar,10.7645134,106.6883605
893,atm,10.7776343,106.6985996
894,shop,10.7745983,106.6979684
895,pub,10.77942,106.7044244
896,restaurant,10.773666,106.7025664
897,shop,10.7860126,106.6796263
898,restaurant,10.7724373,106.6988409
899,atm,10.7672985,106.6936742
900,restaurant,10.7733669,106.7038328
901,restaurant,10.7874045,106.6975936
902,restaurant,10.7792532,106.7038786
903,shop,10.7900096,106.6780685
904,shop,10.7884769,106.6994851
905,bar,10.7715792,106.7021603
906,shop,10.7864217,106.6755113
907,restaurant,10.7807981,106.6918205
908,cafe,10.7686294,106.6934148
909,restaurant,10.784324,106.697355
910,shop,10.7729996,106.700413
911,atm,10.785494,106.7026955
912,bar,10.7732484,106.6959166
913,atm,10.7880226,106.677767
914,restaurant,10.7823951,106.6874827
915,shop,10.7851878,106.6991453
916,cafe,10.7786352,106.699858
917,restaurant,10.7859602,106.6991774
918,shop,10.770968,106.6903105
919,restaurant,10.7801263,106.7037071
920,restaurant,10.7839859,106.6922466
921,shop,10.767248,106.6862008
922,restaurant,10.7861555,106.6806545
923,shop,10.7883267,106.6974096
924,shop,10.7763601,106.702458
925,restaurant,10.7736789,106.6992615
926,shop,10.7672169,106.692785
927,restaurant,10.7773464,106.6996325
928,pub,10.7797138,106.7028996
929,cafe,10.7657623,106.6890133
930,cafe,10.783607,106.7012693
931,atm,10.7547495,106.6700511
932,shop,10.7645387,106.6944552
933,restaurant,10.7769262,106.6993038
934,bar,10.7674743,106.6940071
935,shop,10.765052,106.6848399
936,bar,10.763169,106.6877979
937,restaurant,10.7661639,106.6912985
938,restaurant,10.7907465,106.696988
939,restaurant,10.7654521,106.6883293
940,restaurant,10.7730777,106.6850342
941,restaurant,10.7807511,106.6938626
942,restaurant,10.7613958,106.6898965
943,restaurant,10.7524866,106.6697756
944,fast_food,10.7567772,106.6534012
945,shop,10.7735243,106.6854663
946,cafe,10.7788646,106.6982455
947,shop,10.7620186,106.6889886
948,restaurant,10.7844093,106.6919069
949,bank,10.7679742,106.6919843
950,shop,10.7781631,106.7015026
951,bank,10.7545297,106.6787788
952,shop,10.7775166,106.7022458
953,cafe,10.7780582,106.6908927
954,cafe,10.786125,106.7019219
955,bar,10.7760827,106.7034287
956,shop,10.7759308,106.7030285
957,shop,10.7653824,106.6901136
958,restaurant,10.7745701,106.7026895
959,shop,10.7733447,106.6960917
960,atm,10.7666361,106.6923306
961,atm,10.779102,106.7002011
962,cafe,10.7724413,106.6988757
963,cafe,10.7533169,106.6577759
964,shop,10.7742631,106.7038777
965,bank,10.7893425,106.678114
966,restaurant,10.777874,106.7037686
967,restaurant,10.7837564,106.6854439
968,pharmacy,10.7544017,106.6836324
969,cafe,10.7743456,106.7039054
970,bank,10.7524221,106.6654484
971,bank,10.7699143,106.682119
972,cafe,10.7520118,106.6582021
973,fast_food,10.7743402,106.7028337
974,cafe,10.7641995,106.6872493
975,shop,10.7875214,106.6781553
976,shop,10.7705133,106.6901824
977,restaurant,10.7622896,106.6915501
978,shop,10.7676703,106.6944129
979,cafe,10.7707042,106.6879095
980,shop,10.7672621,106.6867154
981,cafe,10.7671135,106.6893947
982,restaurant,10.7873192,106.690913
983,shop,10.7904334,106.6780545
984,bar,10.7695843,106.690136
985,cafe,10.7624394,106.6903
986,restaurant,10.7668787,106.6946896
987,restaurant,10.7865798,106.6876229
988,restaurant,10.7705906,106.691794
989,restaurant,10.7739724,106.6972813
990,bank,10.7769212,106.6993869
991,cafe,10.7527455,106.6585727
992,bank,10.7545058,106.6694442
993,cafe,10.779941,106.701006
994,fast_food,10.7663251,106.6881865
995,restaurant,10.7782608,106.6982021
996,restaurant,10.790053,106.6989515
997,atm,10.7804934,106.6890697
998,cafe,10.7642697,106.6924842
999,restaurant,10.7515701,106.6649919
1000,restaurant,10.7730705,106.7025314
1001,shop,10.7732745,106.7032703
1002,restaurant,10.7745038,106.7043696
1003,shop,10.7769943,106.7047402
1004,shop,10.753849,106.6746175
1005,shop,10.7699152,106.68837
1006,cafe,10.7523446,106.6666331
1007,shop,10.7700725,106.6915831
1008,restaurant,10.7876478,106.6965101
1009,cafe,10.7810902,106.6899256
1010,restaurant,10.7551849,106.6694082
1011,restaurant,10.7755944,106.705143
1012,restaurant,10.7796141,106.7026193
1013,restaurant,10.7656312,106.6945983
1014,restaurant,10.782228,106.6881372
1015,pharmacy,10.7902134,106.6780667
1016,bar,10.7751786,106.7028612
1017,atm,10.7790395,106.7039725
1018,restaurant,10.7660425,106.6946266
1019,shop,10.7668438,106.6941353
1020,bar,10.7772788,106.6993973
1021,shop,10.7688037,106.6938374
1022,atm,10.7788625,106.6981949
1023,cafe,10.7784708,106.6985896
1024,restaurant,10.7703143,106.6817473
1025,atm,10.7723672,106.6840112
1026,restaurant,10.7745642,106.6868565
1027,fast_food,10.7717529,106.6855586
1028,cafe,10.7721187,106.6859738
1029,restaurant,10.7796805,106.7040637
1030,bank,10.7782205,106.6996399
1031,food_court,10.7671333,106.6928665
1032,restaurant,10.7699115,106.6815759
1033,cafe,10.7651915,106.6951197
1034,shop,10.7859996,106.6873138
1035,shop,10.7737618,106.704673
1036,atm,10.792109,106.695807
1037,restaurant,10.7752612,106.7048694
1038,atm,10.7725078,106.6864826
1039,restaurant,10.7854466,106.7003797
1040,restaurant,10.7736479,106.7009196
1041,cafe,10.784355,106.6942271
1042,restaurant,10.7724623,106.6964838
1043,shop,10.7635833,106.693177
1044,shop,10.7875861,106.6993438
1045,cafe,10.7729647,106.6971172
1046,restaurant,10.7725419,106.7036929
1047,bank,10.7601927,106.6805878
1048,shop,10.7685966,106.6932985
1049,shop,10.7871987,106.6792276
1050,shop,10.7648977,106.6950026
1051,restaurant,10.7857396,106.6949916
1052,restaurant,10.7858722,106.7033475
1053,restaurant,10.7770498,106.6979588
1054,restaurant,10.7838752,106.6992161
1055,pharmacy,10.7523226,106.67228
1056,restaurant,10.7889453,106.6979385
1057,cafe,10.7567436,106.6690084
1058,shop,10.7656736,106.6947202
1059,restaurant,10.7513156,106.65915
1060,restaurant,10.7696483,106.6907927
1061,restaurant,10.7712663,106.6898911
1062,restaurant,10.7842056,106.6962451
1063,shop,10.7892531,106.6810562
1064,atm,10.7544929,106.6572663
1065,cafe,10.77908,106.7035922
1066,fast_food,10.7641045,106.6871413
1067,restaurant,10.7868756,106.6975129
1068,shop,10.7916722,106.6962466
1069,cafe,10.7686664,106.6903135
1070,shop,10.7706118,106.6903585
1071,shop,10.7751986,106.7014306
1072,shop,10.7645803,106.6943541
1073,cafe,10.7882136,106.6999164
1074,restaurant,10.7894669,106.6953972
1075,bank,10.7742949,106.6974566
1076,restaurant,10.786249,106.676706
1077,restaurant,10.7788584,106.6909072
1078,bar,10.7769526,106.7044774
1079,cafe,10.7725434,106.6971552
1080,cafe,10.7799219,106.7039841
1081,shop,10.7856862,106.6784568
1082,restaurant,10.7772881,106.7000639
1083,food_court,10.7763783,106.698736
1084,shop,10.7650032,106.6855673
1085,bank,10.7812178,106.7002013
1086,restaurant,10.7730605,106.6963254
1087,cafe,10.7724991,106.6973312
1088,restaurant,10.7867091,106.6800562
1089,bar,10.7726755,106.7023193
1090,shop,10.7648484,106.6948669
1091,cafe,10.7626491,106.6867166
1092,restaurant,10.79259,106.70189
1093,restaurant,10.7886408,106.6992852
1094,fast_food,10.779859,106.700914
1095,shop,10.7659173,106.6946598
1096,restaurant,10.770467,106.6908778
1097,restaurant,10.7745474,106.7046273
1098,shop,10.7724314,106.6972167
1099,restaurant,10.7705085,106.6848355
1100,fast_food,10.7685435,106.6931263
1101,restaurant,10.7740948,106.7042586
1102,bank,10.7673087,106.6899026
1103,atm,10.7766492,106.7034046
1104,shop,10.7726879,106.6972368
1105,restaurant,10.7777416,106.6913624
1106,pharmacy,10.7529415,106.6614661
1107,restaurant,10.7675973,106.694792
1108,cafe,10.77845,106.6959617
1109,cafe,10.7861973,106.6978576
1110,shop,10.7559528,106.6624963
1111,pharmacy,10.7875241,106.6790273
1112,restaurant,10.7721804,106.7027227
1113,bank,10.7656611,106.6935615
1114,restaurant,10.77734,106.700248
1115,cafe,10.7793653,106.6962527
1116,pub,10.7670725,106.6875884
1117,cafe,10.7851909,106.6989513
1118,shop,10.772626,106.6984007
1119,cinema,10.7561091,106.6628487
1120,bank,10.7781523,106.6995577
1121,atm,10.7665137,106.6912187
1122,restaurant,10.7751007,106.7006098
1123,restaurant,10.7670963,106.6893396
1124,shop,10.7677036,106.6861905
1125,atm,10.7792937,106.7035212
1126,shop,10.7775864,106.6987866
1127,shop,10.7557757,106.6629025
1128,restaurant,10.7842139,106.6963563
1129,shop,10.7651965,106.687737
1130,shop,10.7545559,106.6640054
1131,cafe,10.7809781,106.6980644
1132,pharmacy,10.7841529,106.6968879
1133,post_office,10.7552229,106.66941
1134,restaurant,10.7554922,106.6735592
1135,restaurant,10.7734232,106.6976926
1136,restaurant,10.7660671,106.6896212
1137,fast_food,10.780868,106.6982351
1138,restaurant,10.769995,106.6936045
1139,restaurant,10.7667621,106.6940696
1140,cafe,10.7901671,106.6962894
1141,shop,10.7730763,106.6957446
1142,bank,10.7868586,106.6793729
1143,shop,10.7522215,106.6631155
1144,restaurant,10.7851178,106.6990233
1145,restaurant,10.7655321,106.6904484
1146,cafe,10.778345,106.699128
1147,shop,10.7733877,106.702827
1148,shop,10.7807467,106.6935788
1149,restaurant,10.7688832,106.6907172
1150,restaurant,10.7659253,106.6909232
1151,atm,10.751493,106.6641539
1152,restaurant,10.7645356,106.695117
1153,shop,10.7903293,106.6990865
1154,shop,10.7871684,106.6982557
1155,shop,10.7795694,106.7024609
1156,restaurant,10.7774006,106.6884244
1157,restaurant,10.7720039,106.7032848
1158,cafe,10.783733,106.694489
1159,atm,10.7561622,106.6623983
1160,shop,10.7651327,106.6877123
1161,restaurant,10.7784909,106.6985556
1162,bar,10.765968,106.6909595
1163,restaurant,10.7859104,106.6868943
1164,shop,10.7692667,106.6933366
1165,restaurant,10.7663544,106.6888404
1166,restaurant,10.7684255,106.6940497
1167,cafe,10.7675184,106.6938961
1168,restaurant,10.7868339,106.6976992
1169,shop,10.7732994,106.6849919
1170,fast_food,10.7890002,106.7037161
1171,restaurant,10.7544659,106.6564135
1172,restaurant,10.78415,106.6975046
1173,shop,10.7738842,106.6981302
1174,restaurant,10.7682637,106.6869868
1175,restaurant,10.7653387,106.6856668
1176,restaurant,10.7660174,106.6896774
1177,bank,10.7554821,106.6810052
1178,restaurant,10.7764578,106.7049642
1179,shop,10.774866,106.700601
1180,cafe,10.7922217,106.6997901
1181,cafe,10.7823677,106.6894469
1182,cafe,10.7552304,106.6789077
1183,restaurant,10.7778906,106.7046314
1184,fast_food,10.768326,106.6925979
1185,restaurant,10.7616083,106.6919323
1186,atm,10.783397,106.6926172
1187,fast_food,10.7724185,106.6964525
1188,bar,10.7671371,106.6904856
1189,shop,10.7685228,106.6933874
1190,restaurant,10.7890424,106.6970289
1191,shop,10.7702385,106.6917206
1192,cafe,10.7782363,106.7008592
1193,restaurant,10.764041,106.6906517
1194,restaurant,10.7820043,106.6932163
1195,shop,10.7785458,106.6891498
1196,shop,10.7622763,106.6938925
1197,restaurant,10.7848233,106.696049
1198,pub,10.7793284,106.7043863
1199,shop,10.7644032,106.6941534
1200,cafe,10.7912165,106.7021558
1201,bar,10.7750294,106.7045617
1202,restaurant,10.7768577,106.7024065
1203,shop,10.7856676,106.7023728
1204,cafe,10.7639372,106.6804356
1205,shop,10.7644991,106.6906971
1206,restaurant,10.7724389,106.7037699
1207,bar,10.7726551,106.6971203
1208,shop,10.7650947,106.6949716
1209,restaurant,10.7745358,106.7045405
1210,restaurant,10.7878849,106.6962102
1211,bar,10.7774316,106.6979294
1212,cafe,10.7805631,106.6975344
1213,restaurant,10.778213,106.6907115
1214,shop,10.7727408,106.6968917
1215,fast_food,10.7668029,106.6883577
1216,fast_food,10.7676538,106.6944445
1217,cafe,10.753908,106.6664952
1218,fast_food,10.7925984,106.6987537
1219,cafe,10.7898708,106.702575
1220,restaurant,10.7787238,106.688559
1221,restaurant,10.7656371,106.6899653
1222,cafe,10.7775263,106.6898272
1223,marketplace,10.7633674,106.6776016
1224,shop,10.7735194,106.7021249
1225,restaurant,10.7900066,106.7023183
1226,shop,10.7800507,106.700759
1227,bar,10.7889976,106.7018455
1228,restaurant,10.7816408,106.6947895
1229,restaurant,10.7720393,106.6973647
1230,restaurant,10.7851485,106.678542
1231,restaurant,10.7763809,106.7050246
1232,cafe,10.784071,106.699901
1233,restaurant,10.7667125,106.6904605
1234,restaurant,10.7783476,106.6917075
1235,shop,10.7627701,106.6878402
1236,restaurant,10.7754972,106.7007063
1237,fast_food,10.7536456,106.6582631
1238,shop,10.7754678,106.7016805
1239,shop,10.7612781,106.6923036
1240,cafe,10.7911503,106.7017976
1241,restaurant,10.78353,106.688071
1242,cafe,10.7784297,106.6982091
1243,atm,10.7754289,106.704203
1244,shop,10.7648932,106.6929149
1245,fast_food,10.7775563,106.7017777
1246,restaurant,10.7685058,106.6942413
1247,bar,10.7730562,106.6959047
1248,restaurant,10.7775622,106.6975402
1249,cafe,10.7732455,106.7016973
1250,cafe,10.7853912,106.6966905
1251,shop,10.7848125,106.6991315
1252,restaurant,10.7652837,106.6947766
1253,fast_food,10.7538633,106.6664001
1254,restaurant,10.789148,106.7002985
1255,cafe,10.7783879,106.6982947
1256,bar,10.7665345,106.691927
1257,shop,10.7723341,106.6963242
1258,bar,10.7747294,106.6980846
1259,restaurant,10.7727251,106.6791334
1260,restaurant,10.7692725,106.6904171
1261,restaurant,10.7748387,106.7003476
1262,restaurant,10.7788383,106.6981831
1263,shop,10.7690914,106.6874383
1264,shop,10.774759,106.700928
1265,restaurant,10.7677865,106.6937588
1266,cafe,10.7743341,106.6990072
1267,cafe,10.7754667,106.6994608
1268,cafe,10.787423,106.700932
1269,restaurant,10.7752236,106.7033247
1270,cafe,10.7624608,106.6792052
1271,cafe,10.7776522,106.6995966
1272,atm,10.7697622,106.6882241
1273,restaurant,10.7532254,106.6726396
1274,shop,10.7780275,106.7019772
1275,restaurant,10.772706,106.6984247
1276,hospital,10.7525482,106.665751
1277,restaurant,10.7732808,106.7017957
1278,food_court,10.7693818,106.6934354
1279,shop,10.7681437,106.6920971
1280,restaurant,10.7528439,106.6714295
1281,bank,10.7869751,106.6796666
1282,cafe,10.7628048,106.6875243
1283,shop,10.7903234,106.6972863
1284,cafe,10.766888,106.69237
1285,cafe,10.777277,106.704149
1286,shop,10.7716235,106.6807503
1287,bank,10.7786702,106.6885515
1288,shop,10.7889309,106.6781391
1289,restaurant,10.7875452,106.7027718
1290,cafe,10.7922056,106.7016222
1291,restaurant,10.767438,106.6927451
1292,restaurant,10.767854,106.686372
1293,shop,10.7703578,106.6818427
1294,restaurant,10.7705632,106.6815986
1295,fast_food,10.7616574,106.6896218
1296,restaurant,10.7683986,106.6939643
1297,cafe,10.753134,106.6736236
1298,shop,10.7731189,106.7007584
1299,cafe,10.7883762,106.6999326
1300,restaurant,10.7800964,106.6899191
1301,restaurant,10.7699832,106.6867286
1302,shop,10.7777976,106.6895862
1303,restaurant,10.7661583,106.6895948
1304,cafe,10.7540152,106.6614257
1305,shop,10.7668906,106.6929873
1306,shop,10.7613866,106.6921565
1307,atm,10.7835474,106.6924667
1308,shop,10.7736195,106.6969272
1309,restaurant,10.7680337,106.6938158
1310,atm,10.7777131,106.6912344
1311,restaurant,10.7720596,106.702874
1312,bank,10.7572205,106.6734125
1313,restaurant,10.7698049,106.6867841
1314,cafe,10.7670918,106.689637
1315,cafe,10.7634481,106.6931625
1316,bank,10.7785326,106.6997502
1317,shop,10.7704283,106.6921234
1318,bar,10.7748086,106.6846026
1319,restaurant,10.7524125,106.6737282
1320,shop,10.7787519,106.7019218
1321,clinic,10.7560539,106.6597149
1322,atm,10.7632509,106.6869746
1323,restaurant,10.781172,106.6911148
1324,restaurant,10.7783736,106.6865896
1325,restaurant,10.7677912,106.6926312
1326,cafe,10.7872519,106.6787525
1327,shop,10.7743835,106.6863266
1328,restaurant,10.7557038,106.6694325
1329,bar,10.7718545,106.7021828
1330,atm,10.7868287,106.7015389
1331,restaurant,10.779601,106.7027786
1332,atm,10.7863791,106.6896758
1333,restaurant,10.7850823,106.6962802
1334,bar,10.7777473,106.6887567
1335,cafe,10.7740557,106.7041347
1336,restaurant,10.7860954,106.6974554
1337,cafe,10.767481,106.688215
1338,hospital,10.7603786,106.6798139
1339,fast_food,10.765751,106.6908606
1340,restaurant,10.7691858,106.6933369
1341,shop,10.7906982,106.6781672
1342,atm,10.7839005,106.6920935
1343,cafe,10.7787487,106.6985432
1344,restaurant,10.7782374,106.6984734
1345,cafe,10.7813354,106.6857358
1346,restaurant,10.7742806,106.6967475
1347,restaurant,10.7754764,106.6956779
1348,atm,10.78419,106.699846
1349,cafe,10.7736665,106.6977599
1350,atm,10.7529041,106.6642489
1351,restaurant,10.7669066,106.6941815
1352,shop,10.7544327,106.6615921
1353,restaurant,10.789009,106.6982345
1354,restaurant,10.783657,106.6879435
1355,restaurant,10.7652784,106.6926634
1356,restaurant,10.7903791,106.6966453
1357,fast_food,10.7528814,106.6695842
1358,restaurant,10.7633275,106.690358
1359,bar,10.7692627,106.6943087
1360,shop,10.7683888,106.6926745
1361,shop,10.7790208,106.6907302
1362,restaurant,10.7734311,106.7026178
1363,fast_food,10.7718359,106.6839931
1364,shop,10.7772873,106.702046
1365,restaurant,10.7522768,106.6635322
1366,bank,10.7674961,106.6866333
1367,shop,10.7636349,106.6912768
1368,bank,10.7868789,106.687299
1369,cafe,10.7750614,106.6974194
1370,shop,10.7866119,106.679696
1371,shop,10.784261,106.69973
1372,restaurant,10.7644192,106.6952576
1373,shop,10.767058,106.6872298
1374,atm,10.7533001,106.6636593
1375,cafe,10.7549743,106.6615915
1376,cafe,10.7649431,106.6949931
1377,restaurant,10.7878273,106.7038536
1378,shop,10.7665987,106.6920839
1379,marketplace,10.7530475,106.6629554
1380,fast_food,10.7699629,106.6821277
1381,cafe,10.779376,106.6960124
1382,fast_food,10.7520802,106.6599619
1383,restaurant,10.765998,106.6911254
1384,restaurant,10.7718032,106.7029748
1385,shop,10.7519651,106.661282
1386,restaurant,10.7882654,106.6992581
1387,pharmacy,10.7692488,106.6782573
1388,cafe,10.7789519,106.6983631
1389,shop,10.7873146,106.678682
1390,restaurant,10.766989,106.693433
1391,restaurant,10.7660499,106.693945
1392,cafe,10.7869702,106.6922405
1393,cafe,10.7622452,106.6888774
1394,pub,10.7700421,106.6934779
1395,shop,10.7656196,106.6935046
1396,cafe,10.7765828,106.696011
1397,shop,10.7671517,106.6907412
1398,cafe,10.7683777,106.6926014
1399,cafe,10.7670123,106.6941169
1400,bank,10.7651056,106.6904483
1401,atm,10.7545151,106.6696995
1402,restaurant,10.7733218,106.7021836
1403,cafe,10.7749587,106.7005062
1404,atm,10.785028,106.6934741
1405,restaurant,10.769733,106.693061
1406,restaurant,10.7882694,106.6956305
1407,fast_food,10.7751229,106.7006493
1408,shop,10.761636,106.6782034
1409,cafe,10.7538482,106.6614171
1410,restaurant,10.7849714,106.6998924
1411,shop,10.7732317,106.7033243
1412,restaurant,10.7857954,106.6789657
1413,shop,10.7781958,106.701136
1414,restaurant,10.7755232,106.702529
1415,shop,10.7647658,106.6875671
1416,restaurant,10.7873615,106.704498
1417,shop,10.7781974,106.7034507
1418,shop,10.7699632,106.6923622
1419,restaurant,10.7599404,106.6794454
1420,cafe,10.7895091,106.6956584
1421,shop,10.7817203,106.6947305
1422,shop,10.7706211,106.6793367
1423,restaurant,10.7707831,106.6862844
1424,shop,10.7700652,106.6820527
1425,shop,10.7542055,106.6645954
1426,restaurant,10.764853,106.6876056
1427,restaurant,10.7685827,106.6932667
1428,cafe,10.7873053,106.678563
1429,restaurant,10.7793255,106.6887919
1430,cafe,10.7854925,106.6987911
1431,restaurant,10.7553081,106.6736944
1432,shop,10.7867494,106.6795527
1433,cafe,10.7843043,106.6942729
1434,cafe,10.790421,106.69669
1435,cafe,10.7685519,106.6896731
1436,shop,10.7684344,106.6807243
1437,shop,10.7675893,106.6947722
1438,shop,10.7872291,106.6912744
1439,bank,10.7805288,106.6942946
1440,restaurant,10.7858018,106.7009098
1441,shop,10.7663711,106.688143
1442,shop,10.7637656,106.6903151
1443,pharmacy,10.7860428,106.6801324
1444,restaurant,10.769113,106.6781153
1445,restaurant,10.7782912,106.6908268
1446,shop,10.7877101,106.688524
1447,school,10.7566296,106.6579211
1448,shop,10.7885992,106.6781196
1449,shop,10.7704054,106.6844794
1450,restaurant,10.7806901,106.6889455
1451,fuel,10.7544518,106.6773387
1452,shop,10.756998,106.677596
1453,bank,10.7842072,106.696786
1454,bar,10.7674779,106.6939826
1455,cafe,10.7706992,106.6895953
1456,restaurant,10.7697154,106.6925751
1457,shop,10.7665893,106.6951803
1458,restaurant,10.7772353,106.7042485
1459,fast_food,10.7772663,106.7042149
1460,bank,10.7868515,106.6799232
1461,restaurant,10.7795329,106.6865534
1462,cafe,10.7892303,106.6962962
1463,atm,10.7859674,106.7025051
1464,shop,10.7705345,106.6879964
1465,restaurant,10.7835575,106.6909915
1466,shop,10.7634087,106.6931132
1467,restaurant,10.7551247,106.6727659
1468,shop,10.7857545,106.692471
1469,restaurant,10.7734747,106.7027802
1470,restaurant,10.7768249,106.703813
1471,restaurant,10.7785214,106.6986733
1472,shop,10.7700277,106.6925027
1473,cafe,10.7812901,106.6913724
1474,restaurant,10.7675628,106.6882248
1475,fast_food,10.7780355,106.7017976
1476,shop,10.7718719,106.6971253
1477,bar,10.7628447,106.6901652
1478,cafe,10.7669277,106.6941435
1479,restaurant,10.7762673,106.7052528
1480,bar,10.7657232,106.6906746
1481,restaurant,10.7731967,106.6975865
1482,cafe,10.7716734,106.6976178
1483,atm,10.7644113,106.6925428
1484,shop,10.7615152,106.6796484
1485,restaurant,10.7784211,106.6920661
1486,restaurant,10.7751819,106.7027648
1487,pharmacy,10.7643292,106.6909428
1488,bank,10.757048,106.6722793
1489,shop,10.7631654,106.6907114
1490,restaurant,10.7678297,106.6950547
1491,shop,10.7746729,106.6980711
1492,shop,10.7881706,106.7000023
1493,restaurant,10.7781923,106.7039909
1494,shop,10.77423,106.704016
1495,cafe,10.7740732,106.70411
1496,shop,10.7769038,106.7046467
1497,restaurant,10.7685456,106.6938887
1498,cafe,10.7760322,106.7033275
1499,cafe,10.7728101,106.7032534
1500,restaurant,10.7634989,106.6906117
1501,shop,10.7674283,106.6848633
1502,atm,10.7922039,106.6989346
1503,cafe,10.7842486,106.6997882
1504,cafe,10.7787503,106.6981182
1505,cafe,10.7890748,106.7004193
1506,bar,10.7848414,106.6961927
1507,cafe,10.7736017,106.7024387
1508,restaurant,10.7758733,106.7034298
1509,restaurant,10.7732989,106.7041107
1510,cafe,10.7647297,106.6906483
1511,bank,10.768079,106.6868264
1512,shop,10.7814536,106.6921613
1513,restaurant,10.766393,106.6881849
1514,restaurant,10.755777,106.6780371
1515,cafe,10.7685342,106.6899441
1516,restaurant,10.7651524,106.6914875
1517,restaurant,10.7779146,106.6896614
1518,restaurant,10.7745882,106.7045605
1519,cafe,10.7876581,106.6999764
1520,fast_food,10.7863467,106.7016034
1521,cafe,10.7887204,106.676627
1522,ice_cream,10.7660692,106.6911958
1523,shop,10.7893734,106.6967884
1524,shop,10.7736123,106.7025085
1525,restaurant,10.7680371,106.6941696
1526,atm,10.7776569,106.698619
1527,restaurant,10.7681633,106.6944511
1528,restaurant,10.7885585,106.6981074
1529,restaurant,10.7852678,106.7011105
1530,restaurant,10.7700134,106.6913019
1531,cafe,10.7776417,106.6989508
1532,shop,10.7662786,106.6893228
1533,bank,10.7720303,106.6975166
1534,shop,10.7906513,106.6996112
1535,restaurant,10.7878775,106.6772371
1536,shop,10.756289,106.6763529
1537,cafe,10.7647694,106.694968
1538,restaurant,10.7538371,106.6641951
1539,shop,10.7838557,106.6982227
1540,cafe,10.789177,106.7002172
